"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"contradiction","A baby smiles while swinging in a blue infant swing.","the baby is asleep","4151663073.jpg#3r1c","Dítě se usmívá, zatímco se houpe na modré dětské houpačce.","dítě spí"
"neutral","A baby smiles while swinging in a blue infant swing.","the baby is a girl","4151663073.jpg#3r1n","Dítě se usmívá, zatímco se houpe na modré dětské houpačce.","dítě je holčička"
"entailment","a girl at a wedding holding some orange flowers","A girl is holding some orange flowers at a wedding.","3760400645.jpg#3r1e","dívka na svatbě drží oranžové květiny","Dívka drží na svatbě oranžové květiny."
"neutral","a girl at a wedding holding some orange flowers","A girls is at her sister's wedding and holding orange flowers.","3760400645.jpg#3r1n","dívka na svatbě drží oranžové květiny","Dívka je na svatbě své sestry a drží oranžové květiny."
"contradiction","a girl at a wedding holding some orange flowers","A man is painting a house blue.","3760400645.jpg#3r1c","dívka na svatbě drží oranžové květiny","Muž maluje dům na modro."
"entailment","There are three policemen on bikes making sure that the streets are cleared for the president.","Three policeman ride on bikes","3093614199.jpg#0r1e","Jsou tam tři policisté na kolech, kteří se starají, aby byly ulice pro prezidenta čisté.","Tři policisté jedou na kolech"
"contradiction","There are three policemen on bikes making sure that the streets are cleared for the president.","Three girls sit on bikes","3093614199.jpg#0r1c","Jsou tam tři policisté na kolech, kteří se starají, aby byly ulice pro prezidenta čisté.","Tři dívky sedí na kolech"
"entailment","There are three policemen on bikes making sure that the streets are cleared for the president.","Three policemen patrol the streets on bikes","3093614199.jpg#0r1n","Jsou tam tři policisté na kolech, kteří se starají, aby byly ulice pro prezidenta čisté.","V ulicích hlídkují tři policisté na kolech"
"contradiction","The wrestler in white shorts is preparing to body slam his opponent in black shorts while the referee prepares to jump in.","The boxers are pounding on each other as the ref watches.","3774337814.jpg#0r1c","Zápasník v bílých kraťasech se připravuje k úderu do těla svého soupeře v černých kraťasech, zatímco rozhodčí se chystá naskočit.","Boxeři do sebe buší, zatímco rozhodčí přihlíží."
"entailment","The wrestler in white shorts is preparing to body slam his opponent in black shorts while the referee prepares to jump in.","The athletes are wrestling.","3774337814.jpg#0r1e","Zápasník v bílých kraťasech se připravuje k úderu do těla svého soupeře v černých kraťasech, zatímco rozhodčí se chystá naskočit.","Sportovci zápasí."
"neutral","The wrestler in white shorts is preparing to body slam his opponent in black shorts while the referee prepares to jump in.","The wrestler body slams his opponent in order to win the state championship.","3774337814.jpg#0r1n","Zápasník v bílých kraťasech se připravuje k úderu do těla svého soupeře v černých kraťasech, zatímco rozhodčí se chystá naskočit.","Tělo zápasníka praští soupeře, aby vyhrál státní šampionát."
"entailment","A man and a girl sit inside a floating tube in the water.","Two people sit in a floating tube.","1398613231.jpg#2r1e","Muž a dívka sedí uvnitř plovoucí trubice ve vodě.","Dva lidé sedí v plovoucí trubce."
"neutral","A man and a girl sit inside a floating tube in the water.","The water is clear blue.","1398613231.jpg#2r1n","Muž a dívka sedí uvnitř plovoucí trubice ve vodě.","Voda je čistě modrá."
"-","A man and a girl sit inside a floating tube in the water.","A girl sits on top of a floating tube.","1398613231.jpg#2r1c","Muž a dívka sedí uvnitř plovoucí trubice ve vodě.","Dívka sedí na plovoucí trubce."
"neutral","A welder is working outside by some concrete ruble","A person works on some concrete","2971725406.jpg#3r1e","Venku pracuje svářeč u nějakého betonového rublu.","Člověk pracuje na nějakém betonu"
"neutral","A welder is working outside by some concrete ruble","The worker is fixing the concrete structure by welding it back together after the accident","2971725406.jpg#3r1n","Venku pracuje svářeč u nějakého betonového rublu.","Dělník opravuje betonovou konstrukci tak, že ji po nehodě svaří zpět dohromady"
"neutral","A welder is working outside by some concrete ruble","A welder is attaching two pieces of metal to each other","2971725406.jpg#3r1c","Venku pracuje svářeč u nějakého betonového rublu.","Svářeč k sobě připevňuje dva kusy kovu"
"neutral","The surfer crouches low and rides the wave.","The wave is huge.","7142580519.jpg#2r1n","Surfař se přikrčí a jede na vlně.","Vlna je obrovská."
"contradiction","The surfer crouches low and rides the wave.","The surfer stands tall and does a flip.","7142580519.jpg#2r1c","Surfař se přikrčí a jede na vlně.","Surfař se napřímí a udělá přemet."
"entailment","The surfer crouches low and rides the wave.","A person surfs.","7142580519.jpg#2r1e","Surfař se přikrčí a jede na vlně.","Člověk surfuje."
"contradiction","Two people are walking down an isolated road.","Two people are jumping on a trampoline on a isolated road.","3796854356.jpg#3r1c","Dva lidé jdou po osamělé cestě.","Dva lidé skáčou na trampolíně na osamělé silnici."
"neutral","Two people are walking down an isolated road.","Two humans are walking toward their house.","3796854356.jpg#3r1n","Dva lidé jdou po osamělé cestě.","Dva lidé jdou ke svému domu."
"entailment","Two people are walking down an isolated road.","People are walking outside.","3796854356.jpg#3r1e","Dva lidé jdou po osamělé cestě.","Venku se procházejí lidé."
"neutral","Person with a black helmet and vest, with a white undershirt, riding on a motorcycle on the street.","A woman rides her motorcycle to the market.","4759622514.jpg#1r1n","Osoba s černou helmou a vestou, s bílým tílkem, jedoucí po ulici na motorce.","Žena jede na motorce do obchodu."
"contradiction","Person with a black helmet and vest, with a white undershirt, riding on a motorcycle on the street.","A man drives his car to the fair.","4759622514.jpg#1r1c","Osoba s černou helmou a vestou, s bílým tílkem, jedoucí po ulici na motorce.","Muž jede autem na pouť."
"entailment","Person with a black helmet and vest, with a white undershirt, riding on a motorcycle on the street.","A person rides a motorcycle on the street.","4759622514.jpg#1r1e","Osoba s černou helmou a vestou, s bílým tílkem, jedoucí po ulici na motorce.","Člověk jezdí po ulici na motorce."
"neutral","A brown kid wearing jeans and no shirt is weaving a straw rug.","The boy is weaving a rug in the barn.","91365036.jpg#2r1n","Hnědé dítě v džínách a bez košile tkalo slaměný koberec.","Ten chlapec spřádá koberec ve stodole."
"entailment","A brown kid wearing jeans and no shirt is weaving a straw rug.","The boy is using his hands to weave a rug.","91365036.jpg#2r1e","Hnědé dítě v džínách a bez košile tkalo slaměný koberec.","Chlapec si rukama spřádá koberec."
"contradiction","A brown kid wearing jeans and no shirt is weaving a straw rug.","The boy is sleeping.","91365036.jpg#2r1c","Hnědé dítě v džínách a bez košile tkalo slaměný koberec.","Ten kluk spí."
"neutral","A boy wearing red crocs climbing a tree.","A youngster is playing in the woods.","911527312.jpg#4r1e","Chlapec v červených krokodýlech leze na strom.","Mladík si hraje v lese."
"neutral","A boy wearing red crocs climbing a tree.","A boy is climbing a tree in his backyard.","911527312.jpg#4r1n","Chlapec v červených krokodýlech leze na strom.","Chlapec leze na strom na svém dvorku."
"contradiction","A boy wearing red crocs climbing a tree.","A boy is milking a cow in the barn.","911527312.jpg#4r1c","Chlapec v červených krokodýlech leze na strom.","Chlapec dojí ve stodole krávu."
"contradiction","A small child sits in the water, holding on to a bit of wood while smiling for a picture.","A young child frowns at the camera.","3556375808.jpg#0r1c","Ve vodě sedí malé dítě, přidržuje se kusu dřeva a usmívá se, aby si ho vyfotilo.","Malé dítě se mračí do kamery."
"entailment","A small child sits in the water, holding on to a bit of wood while smiling for a picture.","There is a child smiling for a picture.","3556375808.jpg#0r1e","Ve vodě sedí malé dítě, přidržuje se kusu dřeva a usmívá se, aby si ho vyfotilo.","Na fotce se usmívá dítě."
"neutral","A small child sits in the water, holding on to a bit of wood while smiling for a picture.","There is a redhaired child smiling for a picture.","3556375808.jpg#0r1n","Ve vodě sedí malé dítě, přidržuje se kusu dřeva a usmívá se, aby si ho vyfotilo.","Je tam zrzavé dítě, které se usmívá na fotku."
"-","Three hikers are hiking in a mountain filled with trees and snow.","PEOPL;E WERE ON GRASS","6826571981.jpg#4r1e","Tři turisté se procházejí v horách plných stromů a sněhu.","PEOPL;E BYL NA GRASSU"
"contradiction","Three hikers are hiking in a mountain filled with trees and snow.","the boy liked cowboys","6826571981.jpg#4r1n","Tři turisté se procházejí v horách plných stromů a sněhu.","kluk měl rád kovboje"
"neutral","Three hikers are hiking in a mountain filled with trees and snow.","they are girls there too","6826571981.jpg#4r1c","Tři turisté se procházejí v horách plných stromů a sněhu.","jsou tam také dívky"
"neutral","A man in an orange shirt looking at his cellphone.","A man reads a text message on his phone.","4520819002.jpg#3r1n","Muž v oranžové košili, který si prohlíží mobil.","Muž si čte textovou zprávu na mobilu."
"neutral","A man in an orange shirt looking at his cellphone.","A man stands around as he looks at his phone.","4520819002.jpg#3r1e","Muž v oranžové košili, který si prohlíží mobil.","Muž stojí kolem a dívá se na telefon."
"contradiction","A man in an orange shirt looking at his cellphone.","A man realizes he forgot his cellphone.","4520819002.jpg#3r1c","Muž v oranžové košili, který si prohlíží mobil.","Muž si uvědomí, že si zapomněl mobil."
"contradiction","a white dog is tugging on a black rope","The black dog pulls the black rope because the dog rolled in charcoal.","3493255026.jpg#3r1c","bílý pes tahá za černé lano","Černý pes tahá za černý provaz, protože pes se válel v dřevěném uhlí."
"neutral","a white dog is tugging on a black rope","The dog is playing tug of war.","3493255026.jpg#3r1e","bílý pes tahá za černé lano","Pes si hraje na přetahovanou."
"neutral","a white dog is tugging on a black rope","The white dog is trained to pull the rope.","3493255026.jpg#3r1n","bílý pes tahá za černé lano","Bílý pes je vycvičen tahat za provaz."
"entailment","Three women, two wearing red shirts and one wearing a purple shirt, and a man, wearing a light blue shirt, jump on a basketball court with balls in their hands.","Some people's are playing basketball in basketball court","4878621384.jpg#0r1n","Tři ženy, dvě v červených košilích a jedna ve fialových košilích a muž ve světle modrých košilích skáče po basketbalovém hřišti s míči v rukou.","Někteří lidé hrají basketbal na basketbalovém hřišti"
"entailment","Three women, two wearing red shirts and one wearing a purple shirt, and a man, wearing a light blue shirt, jump on a basketball court with balls in their hands.","Three people's are playing basketball and holds and ball in their hands","4878621384.jpg#0r1e","Tři ženy, dvě v červených košilích a jedna ve fialových košilích a muž ve světle modrých košilích skáče po basketbalovém hřišti s míči v rukou.","Tři lidé hrají basketbal a drží míč ve svých rukou"
"contradiction","Three women, two wearing red shirts and one wearing a purple shirt, and a man, wearing a light blue shirt, jump on a basketball court with balls in their hands.","Three people's are eating in hotel.","4878621384.jpg#0r1c","Tři ženy, dvě v červených košilích a jedna ve fialových košilích a muž ve světle modrých košilích skáče po basketbalovém hřišti s míči v rukou.","Tři lidi jedí v hotelu."
"contradiction","A young girl has her hands in a tub of water with leaves in it.","A girl washes toys outside.","3846674484.jpg#3r1n","Mladá dívka má ruce ve vaně s vodou, ve které jsou listy.","Holka pere hračky venku."
"contradiction","A young girl has her hands in a tub of water with leaves in it.","A boy makes a mud pie.","3846674484.jpg#3r1c","Mladá dívka má ruce ve vaně s vodou, ve které jsou listy.","Kluk dělá koláč z bláta."
"entailment","A young girl has her hands in a tub of water with leaves in it.","A girl with her hands in a tub.","3846674484.jpg#3r1e","Mladá dívka má ruce ve vaně s vodou, ve které jsou listy.","Dívka s rukama ve vaně."
"entailment","Two toddler girls appear to enjoy basking on a pile of leaves as they smile for the camera.","Two toddlers play on a pile of leaves.","309612584.jpg#0r1e","Dvě batolata vypadají, že je baví vyhřívat se na hromadě listí a usmívat se do kamery.","Dvě batolata si hrají na hromadě listí."
"neutral","Two toddler girls appear to enjoy basking on a pile of leaves as they smile for the camera.","Two toddlers play on pile of leaves bigger than they are.","309612584.jpg#0r1n","Dvě batolata vypadají, že je baví vyhřívat se na hromadě listí a usmívat se do kamery.","Dvě batolata si hrají na hromadě listí větší, než jsou."
"contradiction","Two toddler girls appear to enjoy basking on a pile of leaves as they smile for the camera.","Two toddlers are fast asleep in their cribs.","309612584.jpg#0r1c","Dvě batolata vypadají, že je baví vyhřívat se na hromadě listí a usmívat se do kamery.","Dvě batolata tvrdě spí ve svých postýlkách."
"entailment","A man in a red shirt is sitting at his desk with one leg on the desk, using a computer with two screens set up side by side.","A male is not sitting outside.","4645332265.jpg#0r1e","U stolu sedí muž v červené košili s jednou nohou na stole a používá počítač se dvěma obrazovkami vedle sebe.","Venku nesedí samec."
"contradiction","A man in a red shirt is sitting at his desk with one leg on the desk, using a computer with two screens set up side by side.","A female is walking to the park.","4645332265.jpg#0r1c","U stolu sedí muž v červené košili s jednou nohou na stole a používá počítač se dvěma obrazovkami vedle sebe.","Do parku jde samice."
"neutral","A man in a red shirt is sitting at his desk with one leg on the desk, using a computer with two screens set up side by side.","A male is not sitting outside programming his computer.","4645332265.jpg#0r1n","U stolu sedí muž v červené košili s jednou nohou na stole a používá počítač se dvěma obrazovkami vedle sebe.","Muž nesedí venku a nenaprogramuje si počítač."
"neutral","A man jumps over another man doing a back flip.","Two men are practicing their street routine.","2985439112.jpg#2r1n","Muž přeskočí jiného a udělá salto vzad.","Dva muži trénují svou pouliční rutinu."
"-","A man jumps over another man doing a back flip.","Two men are jumping.","2985439112.jpg#2r1e","Muž přeskočí jiného a udělá salto vzad.","Dva muži skáčou."
"contradiction","A man jumps over another man doing a back flip.","Two men are sitting down, watching the game.","2985439112.jpg#2r1c","Muž přeskočí jiného a udělá salto vzad.","Dva muži sedí a sledují zápas."
"neutral","A dirt bike rider riding through the woods over logs.","The dirt bike rider is running from someone.","4272403632.jpg#2r1n","Jezdec na terénních kolech projíždí lesem přes klády.","Jezdec na motorce před někým utíká."
"contradiction","A dirt bike rider riding through the woods over logs.","The dirt bike rider is on the beach.","4272403632.jpg#2r1c","Jezdec na terénních kolech projíždí lesem přes klády.","Jezdec na motorce je na pláži."
"entailment","A dirt bike rider riding through the woods over logs.","The dirt bike rider is riding a dirt bike.","4272403632.jpg#2r1e","Jezdec na terénních kolech projíždí lesem přes klády.","Jezdec na terénní motorce jede na terénním kole."
"contradiction","A girl is posing outside.","A girl is inside taking a picture.","5087235703.jpg#4r1c","Venku pózuje dívka.","Uvnitř je dívka a dělá fotku."
"entailment","A girl is posing outside.","A girl is outside.","5087235703.jpg#4r1e","Venku pózuje dívka.","Venku je dívka."
"neutral","A girl is posing outside.","A girl is taking a picture.","5087235703.jpg#4r1n","Venku pózuje dívka.","Holka se fotí."
"contradiction","There is a room full of pictures all in the wall and a woman in a coat is looking back over her shoulders strangely.","the room is empty","64748723.jpg#0r1c","Ve zdi je místnost plná obrázků a žena v kabátě se podivně ohlíží přes ramena.","místnost je prázdná"
"entailment","There is a room full of pictures all in the wall and a woman in a coat is looking back over her shoulders strangely.","a room with pictures","64748723.jpg#0r1e","Ve zdi je místnost plná obrázků a žena v kabátě se podivně ohlíží přes ramena.","pokoj s obrázky"
"neutral","There is a room full of pictures all in the wall and a woman in a coat is looking back over her shoulders strangely.","the room is large","64748723.jpg#0r1n","Ve zdi je místnost plná obrázků a žena v kabátě se podivně ohlíží přes ramena.","místnost je velká"
"entailment","A girl is feeding a goat.","They are outside.","4450722137.jpg#4r1e","Dívka krmí kozu.","Jsou venku."
"neutral","A girl is feeding a goat.","The girl likes goats.","4450722137.jpg#4r1n","Dívka krmí kozu.","Ta holka má ráda kozy."
"contradiction","A girl is feeding a goat.","The goat is really a spy.","4450722137.jpg#4r1c","Dívka krmí kozu.","Ta koza je opravdu špion."
"neutral","The front of the cafe must remain free of trash if customers are to be enticed to enter.","Customers are looking at the door of the cafe.","416902908.jpg#0r1n","Přední část kavárny musí zůstat bez odpadků, pokud mají být zákazníci lákáni ke vstupu.","Zákazníci se dívají na dveře kavárny."
"neutral","The front of the cafe must remain free of trash if customers are to be enticed to enter.","The doorway to the cafe is littered with trash and debris.","416902908.jpg#0r1c","Přední část kavárny musí zůstat bez odpadků, pokud mají být zákazníci lákáni ke vstupu.","Vchod do kavárny je posetý odpadky a troskami."
"entailment","The front of the cafe must remain free of trash if customers are to be enticed to enter.","The front door is clear of trash.","416902908.jpg#0r1e","Přední část kavárny musí zůstat bez odpadků, pokud mají být zákazníci lákáni ke vstupu.","Přední dveře jsou bez odpadků."
"contradiction","Blurry people walking in the city at night.","Seven people dancing in a nightclub.","3042679440.jpg#2r1c","Rozmazlení lidé procházející se v noci městem.","Sedm lidí tancuje v nočním klubu."
"entailment","Blurry people walking in the city at night.","People walking in the city","3042679440.jpg#2r1e","Rozmazlení lidé procházející se v noci městem.","Lidé procházející se městem"
"neutral","Blurry people walking in the city at night.","People walking to dinner in the city.","3042679440.jpg#2r1n","Rozmazlení lidé procházející se v noci městem.","Lidé chodí ve městě na večeři."
"entailment","A woman with short blond-hair smiling and singing into a microphone while a man in a striped shirt, further back, plays an acoustic guitar.","Two people are performing.","4926735881.jpg#0r1e","Žena s krátkými blond vlasy se usmívá a zpívá do mikrofonu, zatímco muž v pruhované košili, o kus dál, hraje na akustickou kytaru.","Vystupují dva lidé."
"neutral","A woman with short blond-hair smiling and singing into a microphone while a man in a striped shirt, further back, plays an acoustic guitar.","A woman is singing a Britney Spears song with her brother","4926735881.jpg#0r1n","Žena s krátkými blond vlasy se usmívá a zpívá do mikrofonu, zatímco muž v pruhované košili, o kus dál, hraje na akustickou kytaru.","Žena zpívá píseň Britney Spears se svým bratrem"
"contradiction","A woman with short blond-hair smiling and singing into a microphone while a man in a striped shirt, further back, plays an acoustic guitar.","The cow jumped over the couch","4926735881.jpg#0r1c","Žena s krátkými blond vlasy se usmívá a zpívá do mikrofonu, zatímco muž v pruhované košili, o kus dál, hraje na akustickou kytaru.","Kráva skočila přes gauč"
"neutral","A group of people looking at menus in a white restaurant.","The people are celebrating a birthday.","371910695.jpg#3r1n","Skupina lidí se dívá na jídelní lístky v bílé restauraci.","Lidé slaví narozeniny."
"entailment","A group of people looking at menus in a white restaurant.","The people are inside.","371910695.jpg#3r1e","Skupina lidí se dívá na jídelní lístky v bílé restauraci.","Lidé jsou uvnitř."
"contradiction","A group of people looking at menus in a white restaurant.","The people are sleeping in their beds.","371910695.jpg#3r1c","Skupina lidí se dívá na jídelní lístky v bílé restauraci.","Lidé spí ve svých postelích."
"contradiction","A woman sits in a chair under a tree and plays an acoustic guitar.","A woman is climbing a tree.","1362097957.jpg#0r1c","Žena sedí v křesle pod stromem a hraje na akustickou kytaru.","Žena leze na strom."
"neutral","A woman sits in a chair under a tree and plays an acoustic guitar.","A woman is playing a country song on her guitar while her husband in the distance listens.","1362097957.jpg#0r1n","Žena sedí v křesle pod stromem a hraje na akustickou kytaru.","Žena hraje na kytaru country, zatímco její manžel v dálce poslouchá."
"entailment","A woman sits in a chair under a tree and plays an acoustic guitar.","A woman plays an acoustic guitar under a tree.","1362097957.jpg#0r1e","Žena sedí v křesle pod stromem a hraje na akustickou kytaru.","Žena hraje pod stromem na akustickou kytaru."
"neutral","A person on a bicycle wears a helmet and jumps, soaring over the ground in front of a skyline and lake.","A person doing tricks on a bike to impress their friends.","3602676311.jpg#0r1n","Osoba na kole má helmu a skáče, vznáší se nad zemí před panoramatem a jezerem.","Člověk, který dělá triky na kole, aby zapůsobil na své přátele."
"-","A person on a bicycle wears a helmet and jumps, soaring over the ground in front of a skyline and lake.","A person doing a trick on a skateboard at a local park.","3602676311.jpg#0r1c","Osoba na kole má helmu a skáče, vznáší se nad zemí před panoramatem a jezerem.","Člověk, který dělá trik na skateboardu v místním parku."
"entailment","A person on a bicycle wears a helmet and jumps, soaring over the ground in front of a skyline and lake.","A person outside with a bike.","3602676311.jpg#0r1e","Osoba na kole má helmu a skáče, vznáší se nad zemí před panoramatem a jezerem.","Osoba venku s kolem."
"neutral","A person is climbing and has nearly reached the sign at the top","a person climbing a sign to spray paint it","1463638541.jpg#0r1n","Jeden člověk šplhá nahoru a skoro dosáhl značky na vrcholu.","člověk, který leze na ceduli, aby ji nastříkal"
"entailment","A person is climbing and has nearly reached the sign at the top","a person outside","1463638541.jpg#0r1e","Jeden člověk šplhá nahoru a skoro dosáhl značky na vrcholu.","osoba venku"
"contradiction","A person is climbing and has nearly reached the sign at the top","a man fishing","1463638541.jpg#0r1c","Jeden člověk šplhá nahoru a skoro dosáhl značky na vrcholu.","muž rybaří"
"contradiction","Man juggling apples while sitting on a couch with another man on one side and a woman on the other.","Two men drop off their friend at her house.","6894728048.jpg#0r1c","Muž žonglující s jablky, zatímco sedí na gauči s jiným mužem na jedné straně a ženou na druhé.","Dva muži vysadili svou kamarádku u jejího domu."
"entailment","Man juggling apples while sitting on a couch with another man on one side and a woman on the other.","Two men sitting near a woman.","6894728048.jpg#0r1e","Muž žonglující s jablky, zatímco sedí na gauči s jiným mužem na jedné straně a ženou na druhé.","Dva muži sedící poblíž ženy."
"-","Man juggling apples while sitting on a couch with another man on one side and a woman on the other.","An adult tries to impress his friends during a party.","6894728048.jpg#0r1n","Muž žonglující s jablky, zatímco sedí na gauči s jiným mužem na jedné straně a ženou na druhé.","Dospělý se snaží zapůsobit na své přátele během večírku."
"contradiction","Two little girls and one little boy are running on the grass.","The kids are sitting down.","2870426310.jpg#2r1c","Dvě holčičky a jeden chlapeček běhají po trávě.","Děti si sednou."
"neutral","Two little girls and one little boy are running on the grass.","They are playing a game.","2870426310.jpg#2r1n","Dvě holčičky a jeden chlapeček běhají po trávě.","Hrají nějakou hru."
"entailment","Two little girls and one little boy are running on the grass.","Three kids are running.","2870426310.jpg#2r1e","Dvě holčičky a jeden chlapeček běhají po trávě.","Tři děti utíkají."
"contradiction","A person crouches under a yellow umbrella on the beach.","There is a person sitting under a large tree.","2230260635.jpg#3r1c","Osoba se krčí pod žlutým deštníkem na pláži.","Pod velkým stromem sedí nějaká osoba."
"neutral","A person crouches under a yellow umbrella on the beach.","The person seeks shelter from the rain.","2230260635.jpg#3r1n","Osoba se krčí pod žlutým deštníkem na pláži.","Osoba hledá úkryt před deštěm."
"entailment","A person crouches under a yellow umbrella on the beach.","There is an umbrella and a person on a beach.","2230260635.jpg#3r1e","Osoba se krčí pod žlutým deštníkem na pláži.","Na pláži je deštník a jedna osoba."
"neutral","A boat docked on a river.","The boat is a fishing boat.","508775668.jpg#4r1n","Loď zakotvila na řece.","Loď je rybářská loď."
"contradiction","A boat docked on a river.","The boat is sinking","508775668.jpg#4r1c","Loď zakotvila na řece.","Loď se potápí"
"entailment","A boat docked on a river.","There's a dock","508775668.jpg#4r1e","Loď zakotvila na řece.","Je tam dok."
"entailment","Man with black and white hair wearing a white shirt and long boots sweeps outside.","A man has black and white hair","4334767542.jpg#2r1e","Muž s černobílými vlasy v bílé košili a dlouhými botami se pročesává ven.","Muž má černobílé vlasy"
"contradiction","Man with black and white hair wearing a white shirt and long boots sweeps outside.","The man is bald","4334767542.jpg#2r1c","Muž s černobílými vlasy v bílé košili a dlouhými botami se pročesává ven.","Ten muž je plešatý."
"neutral","Man with black and white hair wearing a white shirt and long boots sweeps outside.","The man is a serial killer","4334767542.jpg#2r1n","Muž s černobílými vlasy v bílé košili a dlouhými botami se pročesává ven.","Ten muž je sériový vrah."
"neutral","A group of young Asian men who are sans shirts and wearing identical black and white plaid pants with red belts are dancing and waving their arms in the air around a fire.","The men are professional performers.","5457465605.jpg#0r1n","Skupina mladých Asiatů, kteří jsou bez košil a mají na sobě stejné černobílé kostkované kalhoty s červenými pásky, tančí a mávají rukama ve vzduchu kolem ohně.","Muži jsou profesionální umělci."
"contradiction","A group of young Asian men who are sans shirts and wearing identical black and white plaid pants with red belts are dancing and waving their arms in the air around a fire.","The men are underwater.","5457465605.jpg#0r1c","Skupina mladých Asiatů, kteří jsou bez košil a mají na sobě stejné černobílé kostkované kalhoty s červenými pásky, tančí a mávají rukama ve vzduchu kolem ohně.","Muži jsou pod vodou."
"entailment","A group of young Asian men who are sans shirts and wearing identical black and white plaid pants with red belts are dancing and waving their arms in the air around a fire.","The men are close to fire.","5457465605.jpg#0r1e","Skupina mladých Asiatů, kteří jsou bez košil a mají na sobě stejné černobílé kostkované kalhoty s červenými pásky, tančí a mávají rukama ve vzduchu kolem ohně.","Muži jsou blízko palbě."
"contradiction","A woman with blond-hair is sitting at a table and talking to a man with glasses.","Two men read the paper at a cafe.","539061478.jpg#3r1c","Žena s blond vlasy sedí u stolu a mluví s mužem s brýlemi.","Dva muži si četli noviny v kavárně."
"entailment","A woman with blond-hair is sitting at a table and talking to a man with glasses.","Two people converse at a table.","539061478.jpg#3r1e","Žena s blond vlasy sedí u stolu a mluví s mužem s brýlemi.","Dva lidé si povídají u stolu."
"neutral","A woman with blond-hair is sitting at a table and talking to a man with glasses.","A blonde woman sits with her legs crossed.","539061478.jpg#3r1n","Žena s blond vlasy sedí u stolu a mluví s mužem s brýlemi.","Blondýna sedí se zkříženýma nohama."
"contradiction","Two people, one in light jeans and a striped shirt, are playing pool.","the people are running","4992006407.jpg#1r1c","Dva lidé, jeden v lehkých džínách a pruhované košili, hrají kulečník.","lidé utíkají"
"entailment","Two people, one in light jeans and a striped shirt, are playing pool.","The people play pool","4992006407.jpg#1r1e","Dva lidé, jeden v lehkých džínách a pruhované košili, hrají kulečník.","Lidé hrají kulečník"
"neutral","Two people, one in light jeans and a striped shirt, are playing pool.","THe friends play pool","4992006407.jpg#1r1n","Dva lidé, jeden v lehkých džínách a pruhované košili, hrají kulečník.","Přátelé hrají kulečník"
"contradiction","A man is creating a sand painting on the floor.","A woman destroys a sand painting.","270090705.jpg#4r1c","Muž vytváří na podlaze písečnou malbu.","Žena zničí písečný obraz."
"entailment","A man is creating a sand painting on the floor.","A man is making art.","270090705.jpg#4r1e","Muž vytváří na podlaze písečnou malbu.","Muž dělá umění."
"neutral","A man is creating a sand painting on the floor.","A man makes his first sand painting.","270090705.jpg#4r1n","Muž vytváří na podlaze písečnou malbu.","Muž dělá svou první písečnou malbu."
"entailment","Football players on a field in front of a crowd.","There is a crowd","4242784332.jpg#1r1e","Fotbalisté na hřišti před davem.","Je tam dav"
"neutral","Football players on a field in front of a crowd.","There is a crowd watching the football players win","4242784332.jpg#1r1n","Fotbalisté na hřišti před davem.","Je tam dav, který sleduje výhru fotbalistů."
"contradiction","Football players on a field in front of a crowd.","There are people watching football on tv","4242784332.jpg#1r1c","Fotbalisté na hřišti před davem.","V televizi se lidi dívají na fotbal."
"entailment","A man plays mini-gold on the SportsCenter set while two others observe.","The man is being watched.","4290265214.jpg#1r1n","Muž hraje minizlato na place Sportcentra, zatímco dva další pozorují.","Ten muž je sledován."
"neutral","A man plays mini-gold on the SportsCenter set while two others observe.","The man is indoors.","4290265214.jpg#1r1e","Muž hraje minizlato na place Sportcentra, zatímco dva další pozorují.","Ten muž je uvnitř."
"contradiction","A man plays mini-gold on the SportsCenter set while two others observe.","Two goldfish are riding bikes in a giant pile of mashed potatoes.","4290265214.jpg#1r1c","Muž hraje minizlato na place Sportcentra, zatímco dva další pozorují.","Dvě zlaté rybky jedou na kole v obrovské hromadě bramborové kaše."
"entailment","Two dancers in azure appear to be performing in an alleyway.","A pair of people are in the alleyway.","3827161885.jpg#4r1e","Dva tanečníci v azuru zřejmě vystupují v uličce.","Dvojice lidí je v uličce."
"neutral","Two dancers in azure appear to be performing in an alleyway.","A couple practice their jazz dance routine in the alleyway.","3827161885.jpg#4r1n","Dva tanečníci v azuru zřejmě vystupují v uličce.","Pár trénuje svůj taneční tanec v uličce."
"contradiction","Two dancers in azure appear to be performing in an alleyway.","A pair of dancers are sleeping on the sidewalk.","3827161885.jpg#4r1c","Dva tanečníci v azuru zřejmě vystupují v uličce.","Dvojice tanečnic spí na chodníku."
"contradiction","A well safety equipment biker racing on the trail in a wooded area with number 569 on his bike","A snowboarder falls","7340952802.jpg#0r1c","Bezpečnostní výbava motorkáře závodícího na stezce v zalesněné oblasti s číslem 569 na kole","Spadne snowboardista"
"neutral","A well safety equipment biker racing on the trail in a wooded area with number 569 on his bike","A biker goes on to the last lap of the trail","7340952802.jpg#0r1n","Bezpečnostní výbava motorkáře závodícího na stezce v zalesněné oblasti s číslem 569 na kole","Motorkář jede až do posledního kola stezky."
"entailment","A well safety equipment biker racing on the trail in a wooded area with number 569 on his bike","A biker races on the trail","7340952802.jpg#0r1e","Bezpečnostní výbava motorkáře závodícího na stezce v zalesněné oblasti s číslem 569 na kole","Na stezce závodí motorkář"
