"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"entailment","A person with an orange shovel is shoveling snow.","There is snow outside","390220229.jpg#0r1e","Osoba s oranžovou lopatou odhazuje sníh.","Venku sněží"
"contradiction","A person with an orange shovel is shoveling snow.","The rain is pouring in the desert","390220229.jpg#0r1c","Osoba s oranžovou lopatou odhazuje sníh.","V poušti prší."
"contradiction","Workers wearing orange vests stand near rail tracks.","Workers are sitting and riding a train.","2536991887.jpg#3r1c","Dělníci v oranžových vestách stojí u kolejí.","Dělníci sedí a jedou vlakem."
"neutral","Workers wearing orange vests stand near rail tracks.","Workers wearing orange are about to repair rail tracks.","2536991887.jpg#3r1n","Dělníci v oranžových vestách stojí u kolejí.","Dělníci v oranžovém se chystají opravit koleje."
"entailment","Workers wearing orange vests stand near rail tracks.","Workers are standing outside.","2536991887.jpg#3r1e","Dělníci v oranžových vestách stojí u kolejí.","Venku stojí dělníci."
"entailment","Children bathe in water from large drums.","The kids are taking a bath.","3410899419.jpg#4r1e","Děti se koupou ve vodě z velkých sudů.","Děti se koupou."
"entailment","Children bathe in water from large drums.","The kids are not reading.","3410899419.jpg#4r1c","Děti se koupou ve vodě z velkých sudů.","Děti si nečtou."
"entailment","Children bathe in water from large drums.","The kids are wet.","3410899419.jpg#4r1n","Děti se koupou ve vodě z velkých sudů.","Děti jsou mokré."
"neutral","A member of a Bergwacht team leads a sled laden with orange material while on skis as his colleague stands in the foreground.","A man is on on skis on the mountain.","3262845042.jpg#0r1n","Člen týmu Bergwacht vede na lyžích saně naložené oranžovým materiálem, zatímco jeho kolega stojí v popředí.","Na horách je muž na lyžích."
"-","A member of a Bergwacht team leads a sled laden with orange material while on skis as his colleague stands in the foreground.","A man is on skis.","3262845042.jpg#0r1e","Člen týmu Bergwacht vede na lyžích saně naložené oranžovým materiálem, zatímco jeho kolega stojí v popředí.","Muž je na lyžích."
"contradiction","A member of a Bergwacht team leads a sled laden with orange material while on skis as his colleague stands in the foreground.","A man is snowboarding.","3262845042.jpg#0r1c","Člen týmu Bergwacht vede na lyžích saně naložené oranžovým materiálem, zatímco jeho kolega stojí v popředí.","Muž jezdí na snowboardu."
"neutral","A skateboarder is performing a grab trick while hovering above a ramp, which is located within a city.","A skateboarder is at a skatepark with his friends showing off his moves.","3096918227.jpg#0r1n","Skateboardista předvádí úchopový trik, zatímco se vznáší nad rampou, která se nachází ve městě.","Skateboardista je ve skateparku s kamarády a předvádí své pohyby."
"entailment","A skateboarder is performing a grab trick while hovering above a ramp, which is located within a city.","A skateboarder is doing tricks in an area with ramps.","3096918227.jpg#0r1e","Skateboardista předvádí úchopový trik, zatímco se vznáší nad rampou, která se nachází ve městě.","Skateboardista dělá triky v oblasti s rampami."
"contradiction","A skateboarder is performing a grab trick while hovering above a ramp, which is located within a city.","A skateboarder is in his backyard wrestling with his friends.","3096918227.jpg#0r1c","Skateboardista předvádí úchopový trik, zatímco se vznáší nad rampou, která se nachází ve městě.","Skateboardista na dvorku zápasí s kamarády."
"entailment","A young boy giving his brother a piggyback ride","a boy is giving his brother a ride","47529535.jpg#4r1e","Mladý chlapec veze svého bratra na zádech","jeden kluk veze svého bratra"
"contradiction","A young boy giving his brother a piggyback ride","a boy is playing monopoly with his brother","47529535.jpg#4r1c","Mladý chlapec veze svého bratra na zádech","chlapec hraje monopol se svým bratrem"
"neutral","A young boy giving his brother a piggyback ride","a boy is giving his brother a piggyback ride in the park","47529535.jpg#4r1n","Mladý chlapec veze svého bratra na zádech","kluk veze bráchu na zádech v parku"
"contradiction","A woman teaching a ballet class composed of small children holding colourful scarves.","A woman is teaching a ballet class composed of middle aged men holding white scarves.","3433259846.jpg#0r1c","Žena učící baletní třídu složenou z malých dětí držících barevné šátky.","Žena učí baletní třídu složenou z mužů středního věku, kteří drží bílé šátky."
"entailment","A woman teaching a ballet class composed of small children holding colourful scarves.","A woman is teaching a ballet class.","3433259846.jpg#0r1e","Žena učící baletní třídu složenou z malých dětí držících barevné šátky.","Jedna žena učí balet."
"neutral","A woman teaching a ballet class composed of small children holding colourful scarves.","A woman is teaching a ballet class composed of small children holding green and red scarves.","3433259846.jpg#0r1n","Žena učící baletní třídu složenou z malých dětí držících barevné šátky.","Žena učí baletní třídu složenou z malých dětí držících zelené a červené šátky."
"neutral","A bare chested smiling child plays in water.","There is a child getting naked in the water.","766061382.jpg#4r1c","Usmívající se dítě s nahou hrudí si hraje ve vodě.","Ve vodě se svléká dítě."
"neutral","A bare chested smiling child plays in water.","There is a naked child in the water.","766061382.jpg#4r1n","Usmívající se dítě s nahou hrudí si hraje ve vodě.","Ve vodě je nahé dítě."
"entailment","A bare chested smiling child plays in water.","There is a topless child playing in the water.","766061382.jpg#4r1e","Usmívající se dítě s nahou hrudí si hraje ve vodě.","Ve vodě si hraje dítě nahoře bez."
"contradiction","The two boys are swimming with boogie boards.","The two boys are in their bath tub","4692725862.jpg#3r1c","Ti dva kluci plavou v boogie boardech.","Dva kluci jsou ve vaně."
"entailment","The two boys are swimming with boogie boards.","The two boys are swimming with their floats","4692725862.jpg#3r1e","Ti dva kluci plavou v boogie boardech.","Dva kluci plavou se svými plováky"
"neutral","The two boys are swimming with boogie boards.","The two boys are swimming and catching a wave","4692725862.jpg#3r1n","Ti dva kluci plavou v boogie boardech.","Dva kluci plavou a chytají vlnu"
"contradiction","A man in a suit with a purple striped tie talking to a lady wearing sunglasses.","A man is stealing a lady's purse at the bank.","500665418.jpg#2r1c","Muž v obleku s fialovou pruhovanou kravatou mluví s dámou ve slunečních brýlích.","Muž krade dámě v bance kabelku."
"entailment","A man in a suit with a purple striped tie talking to a lady wearing sunglasses.","A man is chatting with a lady.","500665418.jpg#2r1e","Muž v obleku s fialovou pruhovanou kravatou mluví s dámou ve slunečních brýlích.","Muž si povídá s dámou."
"neutral","A man in a suit with a purple striped tie talking to a lady wearing sunglasses.","A man is talking to a lady about the weather.","500665418.jpg#2r1n","Muž v obleku s fialovou pruhovanou kravatou mluví s dámou ve slunečních brýlích.","Muž mluví s dámou o počasí."
"entailment","Three girls are standing and talking to each other.","Three girls are talking","3783803365.jpg#2r1e","Tři dívky stojí a mluví spolu.","Tři holky si povídají"
"contradiction","Three girls are standing and talking to each other.","Three girls are seated","3783803365.jpg#2r1c","Tři dívky stojí a mluví spolu.","Sedí tři dívky"
"neutral","Three girls are standing and talking to each other.","Three girls are laughing","3783803365.jpg#2r1n","Tři dívky stojí a mluví spolu.","Tři dívky se smějí"
"contradiction","People are standing next to a chain link fence.","The people are siting down.","2578161080.jpg#2r1c","Lidé stojí vedle drátěného plotu.","Lidé se usazují."
"entailment","People are standing next to a chain link fence.","The people are outside.","2578161080.jpg#2r1e","Lidé stojí vedle drátěného plotu.","Lidé jsou venku."
"neutral","People are standing next to a chain link fence.","The people are at a school.","2578161080.jpg#2r1n","Lidé stojí vedle drátěného plotu.","Lidé jsou ve škole."
"contradiction","Two guys walking, one carrying a skateboard","The men are carrying bicycles.","180506881.jpg#2r1c","Dva chlapi jdou, jeden nese skateboard","Muži vezou kola."
"entailment","Two guys walking, one carrying a skateboard","Both of the men are walking.","180506881.jpg#2r1e","Dva chlapi jdou, jeden nese skateboard","Oba muži jdou pěšky."
"neutral","Two guys walking, one carrying a skateboard","The men are walking to the park.","180506881.jpg#2r1n","Dva chlapi jdou, jeden nese skateboard","Muži jdou pěšky do parku."
"neutral","A male runner in an orange and white t-shirt and black shorts is sprinting down the track.","A tall person running","6357647385.jpg#0r1n","Běžec v oranžovobílém tričku a černých šortkách sprintuje po trati.","Vysoký běžící člověk"
"entailment","A male runner in an orange and white t-shirt and black shorts is sprinting down the track.","A person running","6357647385.jpg#0r1e","Běžec v oranžovobílém tričku a černých šortkách sprintuje po trati.","Běžící osoba"
"contradiction","A male runner in an orange and white t-shirt and black shorts is sprinting down the track.","Nobody is running","6357647385.jpg#0r1c","Běžec v oranžovobílém tričku a černých šortkách sprintuje po trati.","Nikdo neutíká"
"entailment","Three children are playing with an illuminated water art display.","Three children are interacting with an illuminated water art display.","215978818.jpg#2r1e","Tři děti si hrají s osvětlenou expozicí vodního umění.","Tři děti jsou v kontaktu s osvětlenou vodní uměleckou expozicí."
"neutral","Three children are playing with an illuminated water art display.","Three children are swearing at an illuminated water art display","215978818.jpg#2r1n","Tři děti si hrají s osvětlenou expozicí vodního umění.","Tři děti nadávají na osvětlenou vodní uměleckou výstavu"
"-","Three children are playing with an illuminated water art display.","Three workers are laughing at an illuminated water art display","215978818.jpg#2r1c","Tři děti si hrají s osvětlenou expozicí vodního umění.","Tři dělníci se smějí osvětlené výstavě vodního umění"
"contradiction","Kids play in water coming up in streams out of a tiled floor with an image of a large rose on it.","Kids are playing basketball in a pond.","215978818.jpg#0r1c","Děti si hrají ve vodě, když se v potůčcích vynořují z dlaždicové podlahy s obrazem velké růže.","Děti hrají basketbal v rybníku."
"entailment","Kids play in water coming up in streams out of a tiled floor with an image of a large rose on it.","Kids are playing in water.","215978818.jpg#0r1e","Děti si hrají ve vodě, když se v potůčcích vynořují z dlaždicové podlahy s obrazem velké růže.","Děti si hrají ve vodě."
"neutral","Kids play in water coming up in streams out of a tiled floor with an image of a large rose on it.","Kids are playing at the fountain at a local mall.","215978818.jpg#0r1n","Děti si hrají ve vodě, když se v potůčcích vynořují z dlaždicové podlahy s obrazem velké růže.","Děti si hrají u fontány v místním obchoďáku."
"entailment","A woman is in the middle of hitting a tennis ball.","A woman is playing tennis.","3901773161.jpg#3r1e","Žena je uprostřed úderu do tenisového míčku.","Žena hraje tenis."
"contradiction","A woman is in the middle of hitting a tennis ball.","A woman is sleeping.","3901773161.jpg#3r1c","Žena je uprostřed úderu do tenisového míčku.","Nějaká žena spí."
"neutral","A woman is in the middle of hitting a tennis ball.","A woman had a tennis racquet.","3901773161.jpg#3r1n","Žena je uprostřed úderu do tenisového míčku.","Žena měla tenisovou raketu."
"neutral","A woman with short blond-hair rises from a chair as another woman in a burgundy shirt laughs.","A woman is getting ready to box","203146155.jpg#1r1c","Žena s krátkými blond vlasy se zvedá ze židle, zatímco jiná žena ve vínové košili se směje.","Žena se chystá boxovat"
"neutral","A woman with short blond-hair rises from a chair as another woman in a burgundy shirt laughs.","A woman is getting up to get some water","203146155.jpg#1r1n","Žena s krátkými blond vlasy se zvedá ze židle, zatímco jiná žena ve vínové košili se směje.","Žena vstává, aby se napila"
"entailment","A woman with short blond-hair rises from a chair as another woman in a burgundy shirt laughs.","A woman rises from a chair","203146155.jpg#1r1e","Žena s krátkými blond vlasy se zvedá ze židle, zatímco jiná žena ve vínové košili se směje.","Žena se zvedá ze židle"
"entailment","Here is an announcement for everybody about the beach.","The beach has an announcement.","4968358093.jpg#1r1e","Tady je oznámení pro všechny o pláži.","Pláž má oznámení."
"neutral","Here is an announcement for everybody about the beach.","The announcement for the beach is a warning.","4968358093.jpg#1r1n","Tady je oznámení pro všechny o pláži.","Oznámení pro pláž je varování."
"contradiction","Here is an announcement for everybody about the beach.","There are hundreds of sharks on the beach.","4968358093.jpg#1r1c","Tady je oznámení pro všechny o pláži.","Na pláži jsou stovky žraloků."
"neutral","A person in a yellow helmet rock climbing while another person waits on the ground with the tether.","The helmet has a stripe on it.","3537218226.jpg#0r1n","Osoba ve žluté helmě šplhá po skále, zatímco jiná osoba čeká na zemi s lanem.","Na helmě je pruh."
"entailment","A person in a yellow helmet rock climbing while another person waits on the ground with the tether.","A person has a yellow helmet.","3537218226.jpg#0r1e","Osoba ve žluté helmě šplhá po skále, zatímco jiná osoba čeká na zemi s lanem.","Člověk má žlutou helmu."
"contradiction","A person in a yellow helmet rock climbing while another person waits on the ground with the tether.","The helmet is black.","3537218226.jpg#0r1c","Osoba ve žluté helmě šplhá po skále, zatímco jiná osoba čeká na zemi s lanem.","Helma je černá."
"contradiction","Two Asian people cooking on a grill in a park.","The couple are cooking in there home kitchen.","686569442.jpg#1r1c","Dva Asiaté vařící na grilu v parku.","Pár tam vaří domácí kuchyni."
"neutral","Two Asian people cooking on a grill in a park.","A couple are having a picnic in a park.","686569442.jpg#1r1e","Dva Asiaté vařící na grilu v parku.","Pár pořádá piknik v parku."
"neutral","Two Asian people cooking on a grill in a park.","There are hot dogs and hamburgs on the grill.","686569442.jpg#1r1n","Dva Asiaté vařící na grilu v parku.","Na grilu jsou párky v rohlíku a hamburgery."
"neutral","A group of children looking at the contents of a slide through a microscope displayed on a computer screen.","The kids like science.","5732157460.jpg#0r1n","Skupina dětí, které se dívají na obsah snímku mikroskopem na obrazovce počítače.","Děti mají rády vědu."
"entailment","A group of children looking at the contents of a slide through a microscope displayed on a computer screen.","The children are looking through a microscope.","5732157460.jpg#0r1e","Skupina dětí, které se dívají na obsah snímku mikroskopem na obrazovce počítače.","Děti se dívají pod mikroskopem."
"contradiction","A group of children looking at the contents of a slide through a microscope displayed on a computer screen.","The kids are looking through a telescope.","5732157460.jpg#0r1c","Skupina dětí, které se dívají na obsah snímku mikroskopem na obrazovce počítače.","Děti se dívají dalekohledem."
"entailment","A group of men and boys look upwards at something.","A group of people looking up.","300026912.jpg#4r1e","Skupina mužů a chlapců se na něco podívá.","Skupina lidí, kteří vzhlížejí."
"contradiction","A group of men and boys look upwards at something.","A snake eating a mouse.","300026912.jpg#4r1c","Skupina mužů a chlapců se na něco podívá.","Had požírající myš."
"neutral","A group of men and boys look upwards at something.","A group of coaches are showing their team the scoreboard.","300026912.jpg#4r1n","Skupina mužů a chlapců se na něco podívá.","Skupina trenérů ukazuje svému týmu výsledkovou tabuli."
"neutral","A brown dog runs through a grassy field","A dog chases a rabbit.","3486831913.jpg#4r1n","Hnědý pes běží travnatým polem","Pes honí králíka."
"contradiction","A brown dog runs through a grassy field","A man shoots a rabbit.","3486831913.jpg#4r1c","Hnědý pes běží travnatým polem","Muž zastřelí králíka."
"entailment","A brown dog runs through a grassy field","A brown dog runs outside.","3486831913.jpg#4r1e","Hnědý pes běží travnatým polem","Venku pobíhá hnědý pes."
"entailment","A black dog is digging in the snow.","A dark colored dog digging through the snow","413231421.jpg#2r2e","Černý pes se hrabe ve sněhu.","Tmavě zbarvený pes hrabající ve sněhu"
"entailment","A black dog is digging in the snow.","A dog outside digging.","413231421.jpg#2r2n","Černý pes se hrabe ve sněhu.","Pes venku kope."
"contradiction","A black dog is digging in the snow.","A cat running down a beach","413231421.jpg#2r2c","Černý pes se hrabe ve sněhu.","Kočka běžící po pláži"
"contradiction","A girl jumps in the air.","A girl jumping rope on Mars.","2898810636.jpg#4r1c","Dívka vyskočí do vzduchu.","Dívka skákající přes švihadlo na Marsu."
"neutral","A girl jumps in the air.","A jump roping girl.","2898810636.jpg#4r1n","Dívka vyskočí do vzduchu.","Skokanka přes švihadlo."
"neutral","A girl jumps in the air.","A girl jumps high.","2898810636.jpg#4r1e","Dívka vyskočí do vzduchu.","Dívka skáče vysoko."
"entailment","Man in red jacket is opening the door while holding his car keys.","Man in red jacket is opening the door while holding his car keys","3160699.jpg#1r1e","Muž v červené bundě otevírá dveře a v ruce drží klíče od auta.","Muž v červené bundě otevírá dveře a v ruce drží klíče od auta."
"neutral","Man in red jacket is opening the door while holding his car keys.","The man was holding the door for his girlfreind","3160699.jpg#1r1n","Muž v červené bundě otevírá dveře a v ruce drží klíče od auta.","Ten muž držel dveře své dívce."
"contradiction","Man in red jacket is opening the door while holding his car keys.","The man dropped his car keys in the sewer","3160699.jpg#1r1c","Muž v červené bundě otevírá dveře a v ruce drží klíče od auta.","Muž zahodil klíče od auta do kanálu"
"contradiction","kids are looking at something on a table.","Some kids are burning the table down.","3110631369.jpg#4r1c","děti se dívají na něco na stole.","Nějaké děti nám podpalují stůl."
"neutral","kids are looking at something on a table.","Some kids are looking at an insect on the kitchen table.","3110631369.jpg#4r1n","děti se dívají na něco na stole.","Některé děti se dívají na hmyz na kuchyňském stole."
"entailment","kids are looking at something on a table.","Some kids are staring at something on the table.","3110631369.jpg#4r1e","děti se dívají na něco na stole.","Některé děti zírají na něco na stole."
"neutral","skateboarder sliding down a ramp","A skateboarder is doing tricks for a competition.","2907244809.jpg#4r1n","skateboardista sjíždí po rampě","Skateboardista dělá triky pro soutěž."
"entailment","skateboarder sliding down a ramp","A skateboarder is doing a trick.","2907244809.jpg#4r1e","skateboardista sjíždí po rampě","Skateboardista dělá trik."
"neutral","skateboarder sliding down a ramp","A skateboarder is taking pictures of himself with his phone.","2907244809.jpg#4r1c","skateboardista sjíždí po rampě","Skateboardista se fotí svým telefonem."
"neutral","A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.","A snowman is being photographed with its creator.","6827875949.jpg#0r1n","Osoba oblečená v zimním oblečení pózuje se sněhulákem obklopeným zasněženou krajinou.","Sněhulák je fotografován se svým tvůrcem."
"contradiction","A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.","A snowman is taking photos of his friends.","6827875949.jpg#0r1c","Osoba oblečená v zimním oblečení pózuje se sněhulákem obklopeným zasněženou krajinou.","Sněhulák fotí své přátele."
"entailment","A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape.","Next to a snowman a person poses for a picture with it.","6827875949.jpg#0r1e","Osoba oblečená v zimním oblečení pózuje se sněhulákem obklopeným zasněženou krajinou.","Vedle sněhuláka člověk pózuje, aby se s ním vyfotil."
"contradiction","Baby in running in over-sized flip-flops.","A young boy is playing with a basketball.","7192379802.jpg#4r1c","Dítě v běhu v nadrozměrných žabkách.","Mladý chlapec si hraje s basketbalovým míčem."
"neutral","Baby in running in over-sized flip-flops.","A baby is running in her big sisters flip-flops.","7192379802.jpg#4r1n","Dítě v běhu v nadrozměrných žabkách.","Dítě běží v žabkách svých velkých sester."
"entailment","Baby in running in over-sized flip-flops.","A baby is running.","7192379802.jpg#4r1e","Dítě v běhu v nadrozměrných žabkách.","Utíká dítě."
"neutral","kid holding handles on two wheeled object","The kid is riding a bike.","2394003437.jpg#4r1n","dítě držící rukojeti na dvoukolovém objektu","Ten kluk jede na kole."
"contradiction","kid holding handles on two wheeled object","The kid is asleep.","2394003437.jpg#4r1c","dítě držící rukojeti na dvoukolovém objektu","To dítě spí."
"entailment","kid holding handles on two wheeled object","The kid has hands.","2394003437.jpg#4r1e","dítě držící rukojeti na dvoukolovém objektu","Ten kluk má ruce."
"contradiction","There is a group of children getting their picture taken with presents.","Two men carry a Christmas tree.","1947351225.jpg#1r1c","Existuje skupina dětí, které se nechávají vyfotit s dárky.","Dva muži nesou vánoční stromek."
"entailment","There is a group of children getting their picture taken with presents.","Children opening presents.","1947351225.jpg#1r1e","Existuje skupina dětí, které se nechávají vyfotit s dárky.","Děti otevírají dárky."
"neutral","There is a group of children getting their picture taken with presents.","Young children open presents under a large Christmas tree.","1947351225.jpg#1r1n","Existuje skupina dětí, které se nechávají vyfotit s dárky.","Malé děti otevírají dárky pod velkým vánočním stromkem."
"entailment","A man is walking in the street.","A man is walking outside.","348223687.jpg#4r1e","Na ulici jde muž.","Venku jde muž."
"contradiction","A man is walking in the street.","A man is playing golf.","348223687.jpg#4r1c","Na ulici jde muž.","Muž hraje golf."
"neutral","A man is walking in the street.","A buisness man is talking a walk on his lunchbreak.","348223687.jpg#4r1n","Na ulici jde muž.","O přestávce na oběd mluví muž z Buisness."
"contradiction","The big dog is checking out the smaller dog.","Two cats standing together, one is big and the other is small.","2428086758.jpg#4r1c","Velký pes si prohlíží menšího psa.","Dvě kočky stojí vedle sebe, jedna je velká a druhá malá."
"entailment","The big dog is checking out the smaller dog.","A big dog watching over a smaller dog.","2428086758.jpg#4r1e","Velký pes si prohlíží menšího psa.","Velký pes, který hlídá menšího psa."
"neutral","The big dog is checking out the smaller dog.","A mother dog checking up on her baby puppy.","2428086758.jpg#4r1n","Velký pes si prohlíží menšího psa.","Mateřská fenka kontroluje své štěně."
"entailment","A man stands speaking to a crowd of sitting people, all wearing business attire.","A man is addressing a group of people.","2434440948.jpg#0r1e","Muž stojí a mluví k zástupu sedících lidí, všichni mají pracovní oděv.","Muž oslovuje skupinu lidí."
"neutral","A man stands speaking to a crowd of sitting people, all wearing business attire.","A stock broker is speaking at a Wall Street conference.","2434440948.jpg#0r1n","Muž stojí a mluví k zástupu sedících lidí, všichni mají pracovní oděv.","Burzovní makléř má projev na konferenci na Wall Street."
"contradiction","A man stands speaking to a crowd of sitting people, all wearing business attire.","A boy is riding a wave on his surfboard.","2434440948.jpg#0r1c","Muž stojí a mluví k zástupu sedících lidí, všichni mají pracovní oděv.","Chlapec jede na vlně na prkně."
"entailment","A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.","A woman standing on a street corner outside beside three different stores, two of which contain beautiful artwork and one with a Largo sign.","2400461120.jpg#1r1e","U tří obchodů stojí žena, ve dvou jsou překrásná umělecká díla a v druhém obchodě je napsáno Largo.","Žena stojící na rohu ulice před třemi různými obchody, z nichž dva obsahují nádherná umělecká díla a jeden s nápisem Largo."
"neutral","A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.","A woman stands outside of two art shops deciding which one to go into on a street corner.","2400461120.jpg#1r1n","U tří obchodů stojí žena, ve dvou jsou překrásná umělecká díla a v druhém obchodě je napsáno Largo.","Před dvěma obchody s uměním stojí žena a rozhoduje se, do kterého z nich půjde na rohu ulice."
"contradiction","A woman is standing near three stores, two have beautiful artwork and the other store has Largo written on it.","A woman sitting next to a stop sign near a rest stop bathroom outside.","2400461120.jpg#1r1c","U tří obchodů stojí žena, ve dvou jsou překrásná umělecká díla a v druhém obchodě je napsáno Largo.","Žena sedící vedle značky stop poblíž záchodu na odpočívadle venku."
"neutral","A person is on a four wheeler kicking up a lot of dirt in a dune.","The person is in a race.","3013469764.jpg#1r1n","Člověk je na čtyřkolce a v duně kope spoustu hlíny.","Ta osoba je v závodě."
"entailment","A person is on a four wheeler kicking up a lot of dirt in a dune.","The person is riding a four wheeler.","3013469764.jpg#1r1e","Člověk je na čtyřkolce a v duně kope spoustu hlíny.","Osoba jede na čtyřkolce."
"neutral","A person is on a four wheeler kicking up a lot of dirt in a dune.","The person is riding a big wheel.","3013469764.jpg#1r1c","Člověk je na čtyřkolce a v duně kope spoustu hlíny.","Osoba jede na velkém kole."
"neutral","An expensive car is parked in what looks like a car-wash with a man standing at the open passenger door side.","The man is on his cell phone.","3327761688.jpg#0r1n","V automyčce stojí drahé auto a u otevřených dveří spolujezdce stojí muž.","Ten muž je na mobilu."
"contradiction","An expensive car is parked in what looks like a car-wash with a man standing at the open passenger door side.","The man is inside the car.","3327761688.jpg#0r1c","V automyčce stojí drahé auto a u otevřených dveří spolujezdce stojí muž.","Muž je uvnitř auta."
"entailment","An expensive car is parked in what looks like a car-wash with a man standing at the open passenger door side.","An expensive car is parked.","3327761688.jpg#0r1e","V automyčce stojí drahé auto a u otevřených dveří spolujezdce stojí muž.","Je tu zaparkované drahé auto."
"contradiction","Man and women standing under a red umbrella.","The two woman stood under the black umbrella.","4480997710.jpg#4r1c","Muž a ženy stojící pod červeným deštníkem.","Obě ženy stály pod černým deštníkem."
"entailment","Man and women standing under a red umbrella.","They stood under the umbrella.","4480997710.jpg#4r1e","Muž a ženy stojící pod červeným deštníkem.","Stáli pod deštníkem."
"neutral","Man and women standing under a red umbrella.","The married couple stood under the umbrella.","4480997710.jpg#4r1n","Muž a ženy stojící pod červeným deštníkem.","Manželé stáli pod deštníkem."
"contradiction","Man in white sweater looks from his press box onto the pitch.","A man writes his sports story","4836132337.jpg#0r1n","Muž v bílém svetru se podívá ze svého novinářského boxu na hřiště.","Muž píše svůj sportovní příběh"
"entailment","Man in white sweater looks from his press box onto the pitch.","A man watches the field","4836132337.jpg#0r1e","Muž v bílém svetru se podívá ze svého novinářského boxu na hřiště.","A man watches the field"
"contradiction","Man in white sweater looks from his press box onto the pitch.","A man sits in a casino","4836132337.jpg#0r1c","Muž v bílém svetru se podívá ze svého novinářského boxu na hřiště.","Muž sedí v kasinu"
"contradiction","A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.","A man holding grapes poses for a painting.","302740416.jpg#1r1c","Muž držící nějakou zeleninu, zatímco jeho žena v červeném svetru hledí stranou, a jeho dcera v červeném svetru se dívá do kamery.","Muž držící hrozny pózuje pro obraz."
"neutral","A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.","A family poses for a Christmas picture.","302740416.jpg#1r1n","Muž držící nějakou zeleninu, zatímco jeho žena v červeném svetru hledí stranou, a jeho dcera v červeném svetru se dívá do kamery.","Rodina pózuje na vánoční fotku."
"entailment","A man holding some sort of vegetables while his wife in a red sweater stares to the side, and his daughter in a red sweater looks at the camera.","A man holds a vegetable.","302740416.jpg#1r1e","Muž držící nějakou zeleninu, zatímco jeho žena v červeném svetru hledí stranou, a jeho dcera v červeném svetru se dívá do kamery.","Muž drží zeleninu."
"entailment","A man in a market holding some very large green onions while smoking a cigarette.","A man is holding onions.","302740416.jpg#2r1e","Muž na tržišti, který drží velkou zelenou cibuli a přitom kouří cigaretu.","Muž drží cibuli."
"neutral","A man in a market holding some very large green onions while smoking a cigarette.","A man is shopping in a grocery store.","302740416.jpg#2r1n","Muž na tržišti, který drží velkou zelenou cibuli a přitom kouří cigaretu.","Muž nakupuje v obchodě s potravinami."
"contradiction","A man in a market holding some very large green onions while smoking a cigarette.","A man is holding apples.","302740416.jpg#2r1c","Muž na tržišti, který drží velkou zelenou cibuli a přitom kouří cigaretu.","Muž drží jablka."
"contradiction","A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.","A woman is alone at a bowling alley","6716031215.jpg#0r1c","Kuželkářka v modrém, s dalším koulařem v pozadí, se chystá hodit míček po dráze.","Žena je sama na bowlingu"
"entailment","A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.","A woman is playing a game","6716031215.jpg#0r1e","Kuželkářka v modrém, s dalším koulařem v pozadí, se chystá hodit míček po dráze.","Žena hraje hru"
"entailment","A female bowler dressed in blue, with another bowler in the background, prepares to throw a ball down the lane.","A woman is at a bowling alley","6716031215.jpg#0r1n","Kuželkářka v modrém, s dalším koulařem v pozadí, se chystá hodit míček po dráze.","Žena je na bowlingu"
"contradiction","Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.","A monkey is passing out orange juice in the middle of the forest.","2508024651.jpg#1r1c","Někdo v bíločerném puntíkovaném oblečení rozdává na ulici malé kartony pomerančového džusu za bezpečnostní páskou.","Opice rozdává pomerančový džus uprostřed lesa."
"entailment","Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.","A person in a polka dot outfit is handing out orange juice behind a caution area.","2508024651.jpg#1r1e","Někdo v bíločerném puntíkovaném oblečení rozdává na ulici malé kartony pomerančového džusu za bezpečnostní páskou.","Osoba v puntíkovaném oblečení rozdává pomerančový džus za bezpečnostní zónou."
"neutral","Someone in a white and black polka dot outfit handing out small cartons of orange juice behind caution tape on a street.","A woman is wearing a polka dot outfit, in the middle of a dangerous scene, passing out orange juice.","2508024651.jpg#1r1n","Někdo v bíločerném puntíkovaném oblečení rozdává na ulici malé kartony pomerančového džusu za bezpečnostní páskou.","Žena má na sobě puntíkovaný oblek, uprostřed nebezpečné scény, rozdává pomerančový džus."
"contradiction","A light colored dog leaps over a hurdle.","A dog is sleeping on the table.","3259757648.jpg#2r1c","Světle zbarvený pes přeskočí překážku.","Na stole spí pes."
"entailment","A light colored dog leaps over a hurdle.","A dog jumps over a obstacel.","3259757648.jpg#2r1e","Světle zbarvený pes přeskočí překážku.","Pes přeskočí překážku."
"neutral","A light colored dog leaps over a hurdle.","A show dog is showing tricks for the judges.","3259757648.jpg#2r1n","Světle zbarvený pes přeskočí překážku.","Divadelní pes předvádí porotcům triky."
